contract_id,customer_id,contract_name,pricing_type,index_name,adder,fixed_price,upstream_fuel_pct,upstream_transport_rate,distribution_rate,utility_admin_rate,active
JST-001,JST,"HSC IFERC + 0.18",INDEX_PLUS,HSC_IFERC,0.18,,0.015,1.20,0.11,4.13,1
